"synthetic_age","synthetic_always_lonely","synthetic_baseline_wellbeing","synthetic_community_cohesion","synthetic_eth_minority","synthetic_financial_crisis","synthetic_health_condition","synthetic_imd_decile_2019","synthetic_income_decrease","synthetic_lonely","synthetic_sex","synthetic_wave_1","synthetic_wave_4","synthetic_Weights"
23,2,5,14,0,1,1,"2",1,1,0,5,2,0.981472124764569
54,4,0,9,0,1,0,"9",1,0,1,4,3,0.678209815775353
31,0,0,15,0,0,1,"10",0,1,1,1,1,0.742767180011055
75,2,8,-99,0,1,0,"7",0,1,0,3,1,1.14415183210886
34,3,0,8,0,0,0,"9",1,0,0,1,0,0.949479460843977
41,4,10,15,0,1,1,"5",1,0,0,5,0,1.23449377785475
71,2,1,4,0,1,0,"3",1,1,1,1,1,1.16211063207906
38,4,1,5,0,1,1,"9",0,1,1,6,0,1.09245863332079
27,1,0,18,0,0,1,"5",1,1,1,2,0,0.84727447258793
23,4,0,7,0,0,0,"7",1,1,0,1,0,1.39170264880776
90,2,0,9,0,1,1,"6",0,0,1,0,0,0.482479113369879
20,2,0,10,1,0,1,"4",1,0,1,3,0,1.16593951842729
82,2,7,14,0,1,1,"9",1,0,1,4,1,0.935669425167256
19,2,4,8,0,0,0,"7",0,0,0,0,0,0.558376768855905
71,1,2,-99,0,1,0,"9",0,1,1,12,3,0.568322512190194
47,2,1,6,1,0,1,"6",0,0,0,11,10,0.67925753283026
31,0,1,16,0,0,1,"2",1,0,1,0,0,0.646641164697921
41,4,0,10,0,0,1,"8",0,0,0,1,1,0.807501635719544
50,3,0,16,1,1,0,"4",1,1,0,8,5,1.51710991011103
22,0,0,10,0,0,0,"9",0,1,1,2,1,0.922609398465071
43,3,0,20,0,0,0,"2",1,1,1,5,3,0.651268954137962
90,2,1,13,0,1,1,"1",1,0,0,0,0,1.06866579763654
74,0,1,11,0,1,1,"8",1,1,1,1,1,0.951951836973649
62,4,1,13,0,1,1,"5",1,1,1,6,0,1.39649390918027
45,0,1,16,0,0,0,"8",0,0,1,0,0,3.31279204643363
88,4,0,20,0,1,1,"8",1,1,0,0,2,0.832886928607486
47,0,0,17,0,0,1,"4",0,1,1,0,5,1.12140946611005
61,4,2,11,0,1,1,"8",0,1,1,6,2,1.26172796537691
29,0,1,6,0,0,1,"10",0,0,0,2,0,0.955956071649591
37,0,0,9,0,0,0,"4",0,0,1,1,1,1.2223247601029
83,1,1,16,0,1,0,"7",1,0,0,1,0,1.7007953893687
55,0,3,12,1,0,1,"2",1,0,1,0,0,1.00024522685568
69,4,3,13,0,1,0,"9",0,1,1,12,12,0.53966870143025
27,2,0,19,0,0,1,"1",1,0,1,4,2,1.08919863343981
57,2,6,11,0,1,1,"2",1,1,0,6,5,0.598820913779506
27,0,0,20,0,0,1,"2",1,0,1,1,0,1.23971045857217
57,3,2,6,0,0,1,"9",0,1,0,0,1,0.856363841254498
89,3,12,10,0,1,1,"10",1,0,0,10,9,0.721948115014402
44,2,8,11,0,1,1,"6",1,1,0,9,7,0.750629933751361
77,3,0,18,0,1,1,"7",1,0,0,0,0,1.22301186836134
87,0,0,7,0,1,1,"10",0,0,1,0,0,1.3295993464755
32,3,0,10,0,0,0,"10",0,0,0,1,0,0.804424981226185
37,3,4,15,0,1,1,"2",1,1,0,7,0,0.716694730944129
55,1,0,17,0,1,0,"7",1,1,0,1,0,2.4487574870605
79,4,6,12,0,1,0,"8",1,1,1,3,1,0.897532819103007
30,3,1,7,0,0,1,"9",1,1,0,5,1,0.537702361860494
88,3,0,15,0,1,1,"5",0,1,1,4,0,0.954433459706033
46,3,0,10,0,0,1,"10",0,1,0,0,2,0.526970301980545
81,0,0,12,0,1,0,"9",1,0,1,1,1,0.923510633359756
44,0,1,15,0,0,0,"8",0,1,1,3,0,0.514197306918831
59,3,5,20,0,1,0,"9",1,1,0,4,10,0.620666696554591
81,4,0,7,0,1,1,"5",0,0,1,0,0,0.918326231610592
31,3,0,15,0,0,0,"3",0,1,1,3,0,1.00068970274094
78,1,0,10,0,1,1,"7",0,1,1,4,0,0.745786266597999
30,3,0,11,1,0,0,"3",1,1,1,2,1,1.08503856252159
52,4,12,12,0,1,0,"10",1,1,0,12,12,0.497542862170004
22,0,0,19,0,0,1,"9",0,0,1,7,11,1.03015773230504
25,2,1,14,1,0,0,"9",1,0,1,0,0,0.852182829094533
76,1,0,12,0,1,0,"8",1,0,1,2,0,0.97680447042246
38,0,1,15,0,0,0,"7",0,0,1,1,1,0.815591093583484
21,4,2,9,0,1,0,"10",1,1,1,12,7,1.09702434933357
43,-99,0,4,0,1,1,"10",0,0,0,0,0,1.47104418538446
56,0,3,15,0,0,0,"5",0,1,1,2,2,0.596271703883968
28,2,1,6,0,0,0,"7",0,0,0,5,7,0.77854387044643
24,4,1,20,0,1,1,"4",1,0,0,1,0,0.957334635771726
37,0,0,17,1,1,1,"3",0,0,0,0,5,0.548921581311378
48,3,1,19,0,1,1,"1",0,0,0,1,1,1.05965991007932
82,4,4,9,0,1,1,"10",0,1,1,9,3,0.467080669630752
79,4,5,14,0,1,0,"7",1,0,1,1,0,0.94787682834935
74,4,2,19,0,1,0,"2",0,1,0,3,2,1.5747618946357
22,4,0,7,0,0,0,"2",0,1,0,7,0,0.527547530108502
72,0,1,17,0,1,1,"2",0,0,0,0,0,1.34642274303216
63,4,0,20,0,1,1,"2",1,1,1,10,7,0.939535716254602
68,3,2,16,0,1,1,"9",1,1,0,4,1,0.895346819077238
92,1,0,8,1,1,1,"6",1,0,1,1,1,1.22137801677672
35,0,1,14,0,0,1,"6",0,0,1,2,2,2.03762695327961
21,0,1,4,0,0,0,"8",0,0,1,1,2,1.42752369536112
91,0,0,7,0,1,0,"2",0,1,1,0,0,0.514348366857268
28,1,0,8,0,0,0,"8",0,1,1,1,0,1.2337526497516
82,4,1,18,0,1,0,"2",0,1,0,1,0,1.02996680678901
69,3,2,8,0,0,1,"3",0,1,0,0,0,0.574460459450946
29,3,0,19,0,0,0,"3",1,1,1,2,0,0.785444466738821
37,1,0,15,0,0,0,"9",0,1,1,0,0,1.56482472662904
88,2,0,4,0,0,1,"9",1,0,0,1,1,1.33314132160633
90,3,1,16,0,1,0,"9",0,1,1,2,1,0.384428510758068
66,0,0,17,0,1,0,"10",1,1,0,1,2,0.9653160354555
67,4,12,5,0,1,1,"9",1,0,1,7,3,0.866904658092007
24,4,0,18,1,0,1,"2",1,1,1,8,8,1.07052902076574
65,1,1,16,0,1,0,"3",0,0,0,2,0,1.25529862916963
72,1,0,18,0,1,1,"4",0,0,0,0,1,1.81213456351686
88,4,4,19,0,1,1,"5",0,0,0,0,0,0.914013936507358
68,4,0,20,0,1,1,"2",1,1,1,10,8,0.654584332488865
28,3,1,4,0,1,1,"10",1,0,1,5,1,0.816544202089242
77,1,4,14,0,1,0,"4",0,1,0,5,3,0.754421398515463
90,1,0,19,0,1,0,"8",0,0,0,0,1,0.764637440104999
17,0,1,14,0,0,1,"8",0,0,1,1,1,1.86086488951232
84,4,0,13,0,1,0,"6",1,0,1,3,0,1.02371348146054
72,1,2,7,0,1,1,"8",0,1,1,3,0,0.795932462738544
44,3,1,19,0,0,0,"4",0,1,1,1,0,0.955839937699617
76,0,0,8,0,1,0,"9",1,0,1,0,0,1.10251348466936
58,4,6,17,0,1,0,"6",0,1,0,10,12,0.663545198342001
41,4,10,4,0,0,1,"10",1,1,0,10,0,0.772903476041548
38,0,4,8,0,0,0,"10",0,0,1,0,0,0.997241723730679
48,3,0,9,0,0,1,"10",0,1,0,2,1,1.24281208219993
28,0,0,15,1,0,1,"7",1,0,1,0,0,1.25193351986445
44,0,0,9,1,0,0,"9",0,0,0,0,0,0.679521133011319
37,3,9,5,0,0,1,"9",0,0,0,2,0,0.957146922228682
19,4,1,17,0,0,1,"5",0,1,1,3,0,1.27296327377312
80,3,0,14,0,1,1,"8",0,1,1,2,0,0.553070458789766
70,1,4,16,0,0,0,"9",0,0,1,0,0,0.690315803431131
24,0,0,20,0,0,1,"5",1,1,1,2,2,0.996262704065787
73,2,0,5,0,0,1,"8",1,0,0,0,0,1.2856358957053
63,2,0,17,0,0,0,"3",0,0,1,0,0,1.19333030680206
59,2,0,12,0,1,0,"10",1,1,1,3,0,1.05787356388827
34,4,1,7,0,0,1,"4",0,1,0,3,4,0.287945158321343
88,1,0,7,0,1,0,"10",0,0,1,0,0,1.03813216736805
62,1,10,16,0,0,1,"3",0,0,1,2,0,1.36318346451808
26,0,0,12,0,0,0,"5",1,0,1,2,1,0.520163810891368
36,0,0,16,0,0,0,"7",1,1,1,0,0,1.18592830845694
19,2,0,16,0,0,1,"4",0,1,1,8,9,1.08103428981
65,0,1,17,0,0,0,"3",0,1,1,2,2,0.912332574526157
57,2,8,6,0,1,1,"8",1,0,1,11,12,0.627140088871152
21,4,12,19,0,0,1,"8",0,1,1,12,12,0.937838222841131
67,0,2,11,0,0,0,"2",0,0,1,0,1,1.08244041240393
35,1,2,19,0,1,0,"9",0,1,0,2,0,0.691032679285768
32,0,0,14,0,0,0,"10",0,1,1,0,0,0.789923720879123
28,2,0,11,0,0,0,"5",0,0,1,0,0,1.62736516816633
51,1,0,4,0,0,1,"6",0,1,0,3,3,0.572588981788144
80,0,0,17,0,1,0,"6",0,0,0,0,0,1.23058718043305
82,4,2,13,0,1,1,"2",1,1,1,9,3,1.16427261677626
76,4,0,11,0,1,0,"7",0,1,1,5,3,1.30766550933957
52,4,0,20,0,1,0,"9",1,1,1,9,5,0.537814389278161
46,1,1,18,0,0,0,"3",1,0,1,1,0,0.71542507627591
31,4,0,9,-99,1,0,"3",0,0,0,1,12,1.13158790781174
46,4,2,6,0,1,0,"3",1,1,1,10,4,1.41668625402125
30,0,2,16,0,0,1,"10",0,1,1,2,3,1.51321962382899
40,0,0,13,0,0,0,"1",1,0,1,5,8,0.866588909702011
45,3,5,19,0,0,0,"9",0,0,1,2,2,0.686899365070561
41,0,1,10,0,0,1,"3",0,0,1,1,2,0.998012097147407
60,0,0,16,0,0,1,"1",0,0,1,0,1,1.28192809641726
47,3,12,18,0,0,1,"9",0,0,1,5,2,0.764212976677413
91,0,3,14,0,1,1,"10",1,0,0,0,1,0.860494554288973
47,3,0,18,0,1,0,"4",0,1,0,3,2,0.724217395660791
21,3,3,5,0,0,1,"7",0,1,1,4,2,0.466164312588978
60,1,0,6,0,1,1,"6",1,0,1,2,1,0.861003470365632
32,1,0,13,0,0,0,"3",1,1,1,0,0,0.704628439832997
90,4,4,9,0,1,0,"9",0,1,1,5,0,1.0460565308802
62,0,8,18,0,0,1,"5",0,0,1,1,1,1.01969833711084
78,0,0,9,0,1,0,"8",1,0,1,1,0,0.956566406778088
23,0,0,6,0,0,0,"3",0,1,0,0,1,1.66408062520388
35,3,1,18,-99,0,1,"8",0,0,0,2,0,0.677429508340584
79,3,1,16,0,1,0,"8",1,0,0,2,1,0.769077262484453
65,0,1,14,0,1,0,"6",1,1,0,3,10,0.521451465372013
66,4,0,4,0,1,1,"8",0,0,1,1,1,0.815044682815219
84,0,0,17,0,1,0,"9",1,0,0,1,3,0.800135007894743
44,2,12,7,0,0,1,"1",0,0,1,4,3,0.778676144453584
58,4,0,8,0,0,0,"10",1,0,0,1,0,1.5488349399752
72,3,2,17,0,1,1,"8",1,0,0,2,0,1.55185556625697
63,4,1,11,0,1,1,"7",1,0,1,3,1,0.746796761640726
54,4,0,10,0,1,1,"5",1,0,1,2,0,0.799085501656203
88,4,0,5,0,0,0,"1",0,1,0,1,0,1.92352197918617
19,0,10,10,0,0,1,"10",1,0,1,3,2,0.654311409102695
48,3,12,4,0,0,1,"8",0,1,0,6,10,0.552776661943616
47,1,0,13,0,0,0,"7",0,1,1,1,1,0.907910204472699
20,3,1,12,0,0,0,"8",0,0,1,0,0,1.14182491253821
46,0,0,19,0,0,0,"7",0,1,1,0,0,1.27630284928999
67,0,0,4,0,1,1,"10",0,1,1,6,0,0.753122651307609
54,3,1,19,0,1,1,"10",1,1,1,7,2,0.482215616186856
22,0,0,11,0,0,0,"9",0,1,1,1,0,0.441998990835548
38,4,1,10,0,0,0,"9",0,0,0,1,0,0.881758226946549
48,2,2,13,1,0,1,"1",1,1,1,2,3,1.57645952720401
43,2,1,15,-99,0,1,"5",1,0,0,0,2,1.24833019635746
42,4,0,15,0,0,0,"10",0,1,0,1,0,0.774583740530588
33,2,0,9,0,0,0,"7",0,1,0,0,1,0.931778058220471
29,0,10,6,0,0,1,"9",0,1,1,7,12,0.802036703160962
57,0,0,14,0,0,1,"1",0,0,1,0,1,1.08770337313334
61,0,0,18,1,0,1,"6",1,0,1,0,1,1.2620448281352
63,2,2,17,0,1,1,"9",1,0,1,8,10,0.879974519382597
40,2,2,14,0,0,0,"8",0,0,1,0,1,0.803059783647349
22,4,1,5,0,1,1,"8",1,1,1,8,2,0.618672917507641
18,1,0,7,0,0,1,"9",0,1,0,2,0,1.01400418601997
48,0,0,14,0,0,0,"8",0,0,1,0,1,0.756847995457226
54,3,0,5,0,1,1,"8",0,0,1,3,1,0.87904236571173
33,1,0,15,0,1,1,"5",1,1,0,1,2,0.82984328260744
84,3,0,14,0,1,0,"6",1,1,1,3,2,0.629529598764088
92,2,10,-99,0,0,0,"4",0,0,1,3,0,1.16156191446104
75,3,0,10,0,1,1,"7",0,1,1,6,7,0.852887061373152
50,4,4,7,0,1,0,"6",0,1,1,11,10,1.08411648691897
85,2,0,5,0,1,1,"7",0,1,1,3,3,0.975009344036985
20,4,0,14,1,0,1,"6",0,1,1,4,1,0.639952548113199
45,0,0,15,0,0,0,"6",0,1,1,1,2,1.05144340747045
78,4,6,4,0,1,1,"3",1,1,1,8,0,1.10498886874402
44,4,2,6,0,1,0,"9",1,1,1,4,0,0.891068382406569
35,4,5,5,0,1,1,"5",1,1,1,11,3,1.29054836601315
63,1,0,-99,0,1,1,"8",0,1,0,0,4,0.49866182963587
26,1,1,7,0,0,0,"4",0,0,1,2,0,1.50179785606152
18,4,2,13,0,0,0,"5",0,1,1,3,0,0.901361641936018
83,1,0,7,1,0,1,"9",0,0,0,0,3,1.7291386864482
92,0,0,9,0,1,0,"9",1,1,1,0,1,1.24924173243157
17,4,0,7,0,0,1,"3",0,0,0,2,3,0.968281137021288
89,4,0,19,0,1,0,"4",1,1,1,4,0,1.04089885210943
53,1,0,14,0,1,1,"2",1,1,0,2,0,1.04226735347451
88,4,1,16,0,1,1,"9",0,0,1,0,0,1.13924163331687
88,3,0,-99,0,1,0,"5",1,0,1,12,0,0.890154252416865
32,4,0,12,0,0,0,"7",0,1,1,0,0,0.79285910275763
63,0,0,17,0,0,0,"3",0,1,1,0,0,1.40363002776124
57,4,0,16,0,1,1,"9",1,1,1,6,3,1.04010772924633
29,4,6,9,0,0,0,"3",0,1,1,1,1,0.428403187234915
40,4,11,10,1,0,0,"4",0,1,1,12,10,0.492289311503778
75,1,0,13,1,0,0,"3",0,0,1,3,8,0.912027291007046
91,2,0,13,0,1,1,"2",1,1,0,3,1,1.0882496240176
44,3,3,8,0,0,1,"8",0,1,0,1,0,0.969531266999607
82,1,3,16,0,1,0,"10",0,1,0,7,12,1.14088647546312
27,4,0,11,0,0,1,"8",0,1,0,0,0,1.16780227908922
73,4,1,13,0,1,0,"2",1,1,1,8,3,0.893508793453283
90,0,0,15,0,1,0,"10",1,1,1,1,0,1.1776889030731
83,3,0,14,0,1,1,"10",0,0,1,3,1,1.02744800612968
32,4,9,10,0,0,1,"7",0,1,1,5,7,0.725786482440357
25,0,2,16,0,0,1,"7",1,1,1,0,1,0.794887038272751
48,3,0,6,0,0,1,"7",0,1,0,2,0,0.612867862233657
20,3,0,15,0,0,1,"1",1,1,1,1,0,0.579975408783822
64,4,0,15,0,1,1,"6",1,1,1,3,0,1.07200714467709
65,3,4,10,0,1,0,"10",1,0,1,0,1,0.512902571364084
21,0,1,4,0,0,1,"4",0,0,0,1,2,1.18687791675488
30,1,8,14,0,1,1,"5",1,0,0,3,1,1.04981113727323
31,1,0,17,0,0,1,"5",0,1,1,1,0,0.968655305921336
37,4,3,8,0,0,1,"7",0,0,0,0,1,0.893938822676022
47,3,0,5,0,0,1,"3",0,1,0,0,0,1.28507448790597
89,0,3,8,0,1,1,"8",0,0,1,0,0,0.740265455612346
77,0,0,13,0,1,0,"7",1,1,1,1,1,1.21495940726094
78,3,3,18,0,1,1,"9",1,0,0,0,0,0.986249042772668
88,3,0,-99,0,1,1,"10",1,0,0,2,1,0.917929640751203
84,1,1,15,0,1,1,"4",1,0,1,1,0,1.08404321060641
91,0,0,13,0,1,0,"8",1,0,0,1,0,1.04402516770462
43,1,1,18,0,1,1,"7",0,0,0,0,2,1.5890547600761
26,4,8,16,0,1,1,"5",1,0,0,3,0,0.670117086424883
65,4,1,9,0,1,1,"9",0,0,1,4,1,0.696389221851697
50,0,1,18,0,0,0,"3",1,0,1,0,1,0.993003473923838
37,0,0,17,0,0,1,"2",1,1,1,0,2,0.95219466984136
70,1,1,8,1,0,0,"4",0,0,1,1,2,1.39141148921475
70,3,5,18,1,1,1,"4",0,1,0,0,0,0.651191968305668
48,4,3,12,1,0,1,"10",0,0,0,2,1,0.636211427172133
58,4,0,14,0,1,0,"5",1,1,1,5,0,1.63726902782618
83,2,0,20,0,1,1,"9",1,0,1,1,0,0.891322764454409
27,1,1,17,0,1,0,"7",0,1,0,5,2,1.51386139593166
41,1,0,8,0,0,0,"2",0,1,1,1,1,1.49136987356591
88,2,3,10,0,1,1,"10",0,1,1,4,0,0.883409859122429
54,4,4,18,0,1,0,"9",1,1,1,10,11,0.847542357281114
83,3,10,17,0,1,1,"8",0,0,0,2,12,0.795421473618389
47,3,3,6,0,0,1,"9",1,0,0,3,0,1.26676719582255
85,0,0,6,0,1,1,"6",0,0,1,0,0,1.2539868994303
36,3,1,18,1,0,1,"8",1,0,1,2,0,0.717687950824779
26,4,0,11,1,0,0,"3",1,1,1,7,6,1.3532435301326
47,0,0,18,0,0,0,"5",0,0,1,1,1,0.50778875146185
17,0,1,5,0,0,1,"7",0,0,1,0,0,0.513898311824092
46,0,4,15,0,0,0,"3",1,0,1,0,1,0.626514502069965
31,0,1,18,0,1,0,"7",0,1,0,0,0,0.764540907141891
26,3,2,17,0,1,1,"10",1,0,0,5,2,0.910130096450466
18,0,0,11,0,0,0,"3",1,1,1,3,1,1.07580461452678
86,3,0,16,0,1,0,"1",0,0,0,0,0,1.02932010344455
22,4,5,13,1,0,1,"3",1,1,1,9,6,0.791754751758335
57,4,11,9,0,1,1,"3",1,1,1,12,10,0.840364478252141
57,2,0,7,0,0,0,"6",0,1,0,1,12,0.733271324880822
18,4,3,4,0,1,1,"6",1,1,1,9,1,0.765026225333165
73,3,1,15,0,1,1,"6",1,0,1,3,0,0.877686404052705
62,1,2,12,0,1,1,"6",0,0,0,3,10,0.60585233982754
67,4,2,9,0,1,0,"7",1,1,1,3,0,1.54145747736748
36,1,1,18,0,1,1,"3",0,0,0,1,1,0.773291951448258
38,2,0,17,0,1,0,"4",1,1,0,4,0,1.99127515706172
56,4,2,7,0,0,1,"7",1,0,0,0,1,0.84137538609275
58,0,0,19,0,0,1,"5",0,0,1,2,9,1.53661433900966
17,4,2,16,0,1,0,"7",1,1,0,11,12,0.572422058502661
31,4,12,-99,0,0,1,"9",1,1,0,1,0,0.572941258932003
20,1,1,7,0,0,1,"4",0,1,1,4,5,0.577062736651327
85,2,0,9,0,1,0,"4",1,1,1,4,0,1.31411363759353
30,1,0,7,0,0,1,"6",0,0,0,0,0,1.11841880091295
84,0,0,12,0,1,1,"10",0,1,1,1,2,0.975927818545772
66,0,0,8,0,1,1,"9",1,0,1,0,0,1.33473838408062
77,2,1,6,1,0,1,"2",0,0,0,0,0,0.877288988569528
39,0,2,10,1,0,0,"7",1,1,1,5,2,0.544572812148901
91,2,0,19,0,1,0,"7",0,1,1,9,2,0.950093862862392
90,4,0,6,0,0,1,"3",0,1,0,0,2,1.04972365019335
34,0,0,18,0,1,1,"8",0,0,0,3,3,0.630793579537297
35,1,0,7,0,0,1,"9",0,0,0,0,1,0.76733989146216
82,4,0,8,0,0,1,"8",0,1,0,1,1,0.53710917310573
79,1,0,19,1,0,1,"2",0,1,1,1,1,1.85900960135414
68,4,1,19,0,1,1,"4",1,1,0,1,0,0.422710904132289
29,2,0,9,0,0,1,"4",0,0,1,0,0,1.04165177139343
40,2,0,16,0,0,0,"7",0,0,1,0,0,1.15788499556416
89,0,0,8,0,1,0,"7",0,1,1,1,1,1.12969876917706
58,3,1,6,0,1,1,"9",1,0,1,2,0,1.30635816201888
58,2,1,5,0,0,0,"6",0,1,0,4,1,0.673887993197144
47,0,0,18,0,0,0,"2",1,1,1,1,0,1.27017580308491
77,0,2,15,0,0,0,"2",0,1,1,6,12,0.607141773672694
42,0,2,4,0,0,1,"8",0,0,0,1,0,0.783368845813786
22,1,0,11,0,0,0,"4",0,1,1,5,12,0.621365389276452
35,0,1,19,0,0,1,"8",0,1,1,0,0,0.552507102786962
44,0,0,6,0,0,0,"9",0,1,0,2,0,1.95699004589648
22,1,3,12,0,0,0,"5",0,1,1,7,12,0.812549919764672
78,4,12,16,0,1,1,"7",1,1,1,11,11,1.03407402662389
76,1,0,15,1,0,0,"4",0,1,1,0,3,0.859049441348423
25,1,0,13,1,0,1,"3",1,1,1,5,3,2.05343656418224
65,0,3,10,0,1,1,"10",1,1,0,11,1,1.21252656928289
68,4,11,8,0,1,1,"4",1,1,1,10,11,0.611291887644807
80,1,3,6,0,1,0,"10",0,0,1,6,5,0.979105955883873
40,2,0,15,0,1,0,"4",1,1,0,0,0,0.603707778768301
32,1,0,18,0,1,0,"5",1,1,0,0,1,1.62510605044277
77,2,0,20,0,1,0,"8",0,0,0,2,12,0.746865712702766
78,0,0,16,0,1,1,"9",1,0,1,1,0,0.945994765129421
23,1,2,13,0,0,0,"7",1,1,1,0,0,0.897135799327002
22,1,5,10,0,0,0,"9",0,1,1,7,9,0.820652049409598
38,0,0,6,0,0,0,"5",0,1,1,1,0,0.677239457151655
43,4,7,6,0,0,1,"7",1,0,0,2,0,0.473939553721887
29,0,1,15,0,0,1,"10",0,1,1,1,0,1.06143370844385
73,4,0,20,0,1,1,"3",0,0,0,3,4,0.912011181526206
56,1,2,18,0,0,0,"5",0,0,1,2,0,1.21655384046347
42,3,1,20,0,1,1,"8",0,0,0,1,1,1.03991835187194
54,2,0,15,0,1,1,"4",1,0,0,2,3,1.02620510894672
56,0,0,15,1,0,0,"9",0,0,1,1,1,1.10990813809815
57,3,1,12,0,1,1,"7",1,0,1,5,3,0.802567288582991
69,2,1,17,0,1,1,"9",0,0,0,5,1,0.777147903338221
78,4,2,5,0,0,0,"5",0,1,0,5,2,1.19264279688444
76,0,0,7,0,1,0,"9",1,0,1,0,0,1.48857019122601
18,2,1,8,0,0,1,"4",0,1,1,3,1,0.481873908477115
92,3,0,17,0,1,1,"4",0,0,0,2,0,1.74903291204399
52,2,4,14,0,1,1,"1",1,1,0,2,0,0.611963408298801
47,0,1,7,0,0,0,"1",0,1,1,1,1,1.28014312883431
18,3,0,6,0,0,0,"4",0,1,0,10,1,0.431388020841213
28,1,0,4,0,0,1,"7",1,1,0,2,0,0.97439550622114
23,4,12,11,0,0,0,"1",1,0,1,12,10,1.10016929532335
23,2,12,6,0,0,1,"7",0,1,1,7,8,0.566462292113195
57,0,0,19,0,1,1,"9",1,0,0,0,0,1.7037028314842
25,1,1,18,0,1,1,"6",0,0,0,0,2,1.12299811861768
27,2,0,10,0,0,1,"1",0,1,1,3,0,1.00443910403408
17,1,0,12,0,0,0,"4",1,0,1,2,0,1.01327237855456
45,3,1,7,1,0,0,"4",0,1,0,1,2,1.3663178442624
58,4,0,20,0,1,0,"10",1,1,1,7,3,0.431516555599168
56,4,0,16,0,1,0,"10",1,0,1,0,0,1.47102422176973
79,2,0,4,0,1,1,"4",0,1,1,0,0,1.13732120459766
79,4,1,16,-99,1,0,"10",1,1,0,1,0,1.19862372635482
36,4,1,4,0,0,1,"5",1,1,0,2,0,0.441667641984886
80,2,1,15,0,1,1,"10",1,0,1,0,1,0.838242897527264
22,0,0,10,-99,1,0,"8",0,1,0,3,0,1.24127283629672
34,3,1,10,1,0,1,"10",0,0,0,2,0,1.47087193996755
24,1,0,19,0,0,0,"7",1,0,1,1,1,0.672728344822749
23,2,0,9,0,0,1,"2",0,0,1,2,0,0.520635623406811
44,4,1,8,0,1,0,"6",1,1,1,9,3,0.968892675104666
70,2,4,7,0,0,1,"8",0,0,0,0,6,0.773872915336347
41,1,4,20,0,0,1,"5",1,1,1,1,0,0.775290272265708
19,1,2,19,0,1,0,"4",0,0,0,0,2,0.431100610952822
76,3,0,20,0,1,1,"10",0,1,1,5,0,0.992348212597997
38,1,1,6,0,0,1,"10",0,1,0,2,0,0.989995321593541
46,3,2,6,0,0,1,"7",1,1,0,2,0,1.24414559521681
63,1,1,8,0,1,0,"4",1,0,1,9,10,0.790791921207974
39,1,1,4,0,0,1,"4",0,1,0,1,0,1.05330746447489
65,4,1,5,0,0,1,"10",1,1,0,2,0,1.81927374575322
78,1,0,11,0,1,0,"7",1,0,1,1,2,0.942300880807857
74,0,1,20,0,0,0,"2",1,1,1,2,8,0.322263980997626
76,1,2,18,1,1,0,"5",1,0,0,1,0,0.818699741644093
88,4,0,9,0,0,0,"7",0,1,0,0,1,0.90574148610502
66,3,0,5,0,1,1,"5",0,0,1,1,0,1.07245819223913
67,2,1,4,0,0,1,"9",0,0,0,2,0,0.88889067870202
45,2,0,20,0,1,1,"7",1,1,0,0,1,1.33972642709967
82,0,1,11,0,1,1,"10",1,0,1,2,0,1.12505781376151
45,0,1,10,0,0,0,"7",0,1,1,3,0,1.16581794769059
87,3,7,12,0,1,0,"5",1,0,0,7,0,1.01656158728025
84,3,10,17,0,1,0,"10",1,1,1,7,8,0.382501074555406
35,2,3,7,1,0,0,"4",1,1,1,3,2,0.826168693335247
78,1,0,8,0,1,0,"9",1,0,1,1,2,1.04744115631849
24,4,11,5,0,0,0,"8",0,0,1,5,2,0.824416806319496
69,4,2,5,1,0,0,"7",1,1,0,7,1,0.811310365773673
23,4,8,5,0,1,1,"9",1,1,1,12,10,0.56260109948708
55,3,0,11,0,1,1,"8",1,0,1,3,0,1.11375152410452
87,3,9,11,0,1,0,"4",1,1,1,11,12,0.740944380513715
87,1,0,15,0,1,0,"5",1,1,1,5,2,1.08803358172753
34,3,2,5,0,1,0,"8",1,1,1,11,7,0.955701332842661
68,4,0,5,0,0,1,"5",1,0,0,2,0,0.940402086844418
32,2,12,8,1,0,1,"7",1,1,1,7,9,0.940260174669232
76,4,1,6,0,0,1,"10",1,0,0,0,1,0.89989227521278
48,4,0,9,1,0,0,"9",0,1,0,8,12,0.609393580082893
78,2,0,18,1,1,1,"1",0,0,0,0,4,1.24533139207282
56,2,4,20,0,1,1,"4",0,0,0,0,3,0.855202796778379
47,3,0,16,0,1,1,"4",1,1,0,1,0,0.704074582988306
51,4,12,5,0,1,1,"6",1,0,1,10,11,0.415495970866223
17,3,2,10,0,0,1,"10",0,1,0,1,0,0.568192105125134
92,0,0,7,0,1,1,"6",0,0,1,0,0,1.28685770679403
19,2,0,-99,0,1,1,"3",1,0,0,1,0,1.71101233246833
37,2,0,9,0,0,0,"4",0,1,1,1,0,1.31270675769808
71,2,2,6,0,1,1,"10",0,0,1,2,1,1.00868353403061
63,4,3,14,0,1,1,"5",1,1,1,11,7,1.10241643662008
34,2,1,4,1,0,1,"5",0,0,1,0,0,0.788604519447874
17,1,0,16,0,0,1,"7",1,1,1,0,0,1.06778726353923
19,0,6,4,0,0,1,"6",1,0,1,1,2,0.536133357856978
35,2,0,7,0,0,0,"5",0,1,0,6,2,1.01199939341181
87,1,2,4,0,1,0,"10",0,0,1,2,1,1.0233837972547
